true_pos,obs_pos,true_var
35,32,22
33,32,22
31,32,22
30,32,22
30,32,22
31,32,22
33,32,22
34,29,22
34,29,22
33,29,22
37,29,22
37,29,22
36,29,22
36,29,22
35,29,22
32,29,22
32,29,22
31,29,22
29,29,22
28,29,22
26,29,22
22,29,22
24,29,22
28,29,22
28,29,22
32,29,22
32,29,22
32,29,22
33,29,22
31,29,22
33,29,22
29,29,22
29,65,22
25,65,22
22,65,22
22,65,22
21,65,22
22,65,22
24,65,22
24,65,22
24,65,22
27,65,22
27,65,22
27,65,22
26,65,22
26,65,22
25,65,22
25,65,22
24,65,22
22,65,22
22,65,22
19,65,22
23,65,22
23,65,22
26,65,22
25,65,22
21,13,22
19,13,22
19,13,22
17,13,22
16,13,22
16,13,22
17,13,22
18,13,22
19,52,22
18,52,22
19,52,22
21,52,22
21,52,22
20,52,22
19,52,22
22,52,22
25,52,22
23,52,22
22,52,22
22,2,22
20,2,22
24,2,22
22,2,22
21,2,22
21,2,22
19,37,22
23,37,22
25,37,22
28,37,22
28,37,22
30,37,22
30,37,22
30,37,22
26,37,22
24,37,22
25,37,22
22,37,22
23,37,22
22,37,22
18,37,22
17,37,22
17,37,22
16,37,22
16,37,22
16,37,22
12,37,22
13,37,22
16,37,22
15,37,22
17,37,22
16,37,22
16,13,22
15,13,22
13,13,22
14,13,22
19,13,22
21,13,22
21,13,22
20,13,22
20,13,22
20,13,22
18,13,22
18,13,22
17,13,22
18,13,22
19,13,22
19,13,22
19,13,22
16,13,22
14,13,22
11,13,22
10,13,22
14,13,22
15,13,22
14,13,22
14,13,22
15,13,22
14,13,22
16,13,22
16,13,22
12,13,22
11,13,22
9,13,22
9,26,22
7,26,22
5,26,22
2,26,22
4,26,22
4,26,22
6,26,22
3,7,22
0,7,22
1,7,22
1,7,22
359,7,22
359,7,22
3,7,22
4,7,22
6,7,22
4,7,22
5,7,22
9,7,22
8,7,22
4,7,22
4,7,22
5,7,22
7,7,22
8,7,22
12,7,22
12,7,22
10,7,22
10,7,22
10,7,22
10,7,22
9,7,22
13,7,22
14,7,22
16,7,22
