true_pos,obs_pos,true_var
80,86,22
77,86,22
75,86,22
77,86,22
78,86,22
76,86,22
74,86,22
72,86,22
74,86,22
77,86,22
74,86,22
76,86,22
70,86,22
72,86,22
71,86,22
75,86,22
77,86,22
75,86,22
76,86,22
74,86,22
75,86,22
77,86,22
78,86,22
75,86,22
77,86,22
76,86,22
79,86,22
79,86,22
76,86,22
77,86,22
76,86,22
78,86,22
79,86,22
78,86,22
77,86,22
79,86,22
79,86,22
79,86,22
79,86,22
77,86,22
80,86,22
79,86,22
78,86,22
81,86,22
79,86,22
77,86,22
80,83,22
81,83,22
77,83,22
73,83,22
73,83,22
76,83,22
81,83,22
82,83,22
81,83,22
79,83,22
79,83,22
76,83,22
79,83,22
80,83,22
77,83,22
79,83,22
80,83,22
79,83,22
80,83,22
83,83,22
85,83,22
85,83,22
91,83,22
95,83,22
97,83,22
97,83,22
97,83,22
97,83,22
96,88,22
99,88,22
99,88,22
100,88,22
99,88,22
100,88,22
99,88,22
99,88,22
100,88,22
99,88,22
101,88,22
101,88,22
103,88,22
104,88,22
106,88,22
104,88,22
103,88,22
103,88,22
104,88,22
105,88,22
107,88,22
109,88,22
111,88,22
112,88,22
113,88,22
114,88,22
112,122,22
111,122,22
109,122,22
109,122,22
111,122,22
116,122,22
115,122,22
114,122,22
113,122,22
112,122,22
113,122,22
113,122,22
115,122,22
115,122,22
115,122,22
116,122,22
117,122,22
115,122,22
115,122,22
116,122,22
117,122,22
118,122,22
115,111,22
117,111,22
113,111,22
120,111,22
119,111,22
118,111,22
122,111,22
124,111,22
127,111,22
126,111,22
127,111,22
128,111,22
128,111,22
129,111,22
130,111,22
131,111,22
126,111,22
123,111,22
128,111,22
128,111,22
125,111,22
127,111,22
127,111,22
125,111,22
125,111,22
124,111,22
123,111,22
123,111,22
122,111,22
121,111,22
122,111,22
122,111,22
119,118,22
118,118,22
118,118,22
119,118,22
119,118,22
115,118,22
112,118,22
112,118,22
113,118,22
116,118,22
116,118,22
118,118,22
120,118,22
120,118,22
117,118,22
115,118,22
112,118,22
110,118,22
114,118,22
114,118,22
116,118,22
118,118,22
116,118,22
114,118,22
114,118,22
113,118,22
114,118,22
110,118,22
111,118,22
111,136,22
109,136,22
109,136,22
105,136,22
107,136,22
107,136,22
104,136,22
105,136,22
108,136,22
107,136,22
108,136,22
106,63,22
102,63,22
101,63,22
102,63,22
105,63,22
107,63,22
106,63,22
108,63,22
106,63,22
105,63,22
108,63,22
109,63,22
111,63,22
109,63,22
106,63,22
106,63,22
105,63,22
103,63,22
106,63,22
106,63,22
105,63,22
105,96,22
102,96,22
101,96,22
103,96,22
104,96,22
103,96,22
107,96,22
105,96,22
103,96,22
104,96,22
105,96,22
106,96,22
106,96,22
105,96,22
105,96,22
104,96,22
108,96,22
108,96,22
107,96,22
108,96,22
108,96,22
111,96,22
112,96,22
112,96,22
114,96,22
116,96,22
114,96,22
111,96,22
111,96,22
111,96,22
109,96,22
110,96,22
110,96,22
109,96,22
109,96,22
109,96,22
106,96,22
107,94,22
110,94,22
111,94,22
108,94,22
106,94,22
104,94,22
107,94,22
106,94,22
105,94,22
104,94,22
104,94,22
103,94,22
98,94,22
98,118,22
97,118,22
97,118,22
93,118,22
91,118,22
91,118,22
90,118,22
91,118,22
90,118,22
88,81,22
86,81,22
87,81,22
87,81,22
84,81,22
83,81,22
82,81,22
78,81,22
80,81,22
83,81,22
84,81,22
83,81,22
84,81,22
81,81,22
78,81,22
75,81,22
75,81,22
69,81,22
69,81,22
67,81,22
67,81,22
66,81,22
67,81,22
65,93,22
65,93,22
67,93,22
68,93,22
69,93,22
68,93,22
69,93,22
71,93,22
71,93,22
72,93,22
69,93,22
71,93,22
70,93,22
70,78,22
64,78,22
65,78,22
63,78,22
61,78,22
63,78,22
59,78,22
59,78,22
58,78,22
57,78,22
55,78,22
55,78,22
59,78,22
60,78,22
59,78,22
62,78,22
60,78,22
66,78,22
68,78,22
69,78,22
71,78,22
70,64,22
69,64,22
70,64,22
66,64,22
67,64,22
67,64,22
66,64,22
65,64,22
66,64,22
69,64,22
69,64,22
68,64,22
69,64,22
68,64,22
68,64,22
71,87,22
69,87,22
71,87,22
73,87,22
75,87,22
76,87,22
75,87,22
78,87,22
80,87,22
78,87,22
78,94,22
80,94,22
77,94,22
77,94,22
82,94,22
80,94,22
80,94,22
78,94,22
77,94,22
78,94,22
78,94,22
77,94,22
79,94,22
81,94,22
81,94,22
81,94,22
81,94,22
83,94,22
85,94,22
85,94,22
84,94,22
82,94,22
80,80,22
81,80,22
82,80,22
82,80,22
82,80,22
82,80,22
80,80,22
82,80,22
83,80,22
84,80,22
83,80,22
84,80,22
84,80,22
84,80,22
82,80,22
84,80,22
85,80,22
85,80,22
86,80,22
87,80,22
90,80,22
88,80,22
88,108,22
86,108,22
85,108,22
85,108,22
83,108,22
85,108,22
83,108,22
84,108,22
83,108,22
86,108,22
87,108,22
88,108,22
89,108,22
87,108,22
88,108,22
87,108,22
88,108,22
87,108,22
83,108,22
85,108,22
86,108,22
85,108,22
84,108,22
87,108,22
89,108,22
93,108,22
91,108,22
89,108,22
93,108,22
92,108,22
94,108,22
96,108,22
93,108,22
