true_pos,obs_pos,true_var
312,259,22
310,259,22
311,259,22
315,259,22
315,259,22
316,259,22
317,259,22
320,259,22
316,259,22
318,259,22
316,259,22
317,259,22
316,259,22
314,259,22
315,259,22
314,259,22
312,259,22
310,259,22
309,259,22
310,259,22
308,259,22
308,259,22
310,259,22
309,259,22
308,259,22
308,259,22
310,259,22
312,259,22
311,259,22
308,259,22
308,259,22
307,259,22
309,259,22
313,259,22
314,259,22
314,347,22
315,347,22
317,347,22
317,347,22
316,347,22
313,347,22
315,347,22
317,325,22
316,325,22
315,325,22
314,325,22
314,325,22
315,325,22
312,325,22
309,325,22
307,325,22
309,325,22
309,325,22
309,325,22
308,325,22
312,325,22
311,325,22
311,325,22
310,325,22
309,325,22
306,325,22
308,325,22
305,325,22
307,325,22
308,325,22
311,325,22
311,325,22
311,325,22
308,325,22
306,296,22
305,296,22
304,296,22
304,296,22
304,296,22
302,296,22
300,296,22
297,296,22
296,296,22
293,296,22
292,296,22
295,296,22
296,296,22
298,296,22
300,296,22
299,296,22
297,296,22
296,296,22
296,296,22
298,296,22
302,296,22
303,296,22
305,296,22
304,296,22
304,296,22
308,296,22
307,296,22
309,296,22
310,296,22
307,296,22
306,303,22
304,303,22
303,303,22
301,303,22
299,303,22
300,303,22
299,303,22
298,303,22
300,303,22
299,303,22
297,303,22
298,303,22
297,303,22
297,303,22
294,303,22
294,265,22
295,265,22
294,265,22
296,265,22
296,265,22
297,265,22
297,265,22
297,265,22
296,265,22
297,265,22
294,265,22
297,265,22
297,265,22
294,265,22
293,265,22
292,265,22
291,265,22
292,265,22
289,265,22
289,265,22
292,265,22
292,265,22
293,265,22
295,265,22
291,265,22
291,265,22
292,265,22
293,265,22
296,265,22
294,265,22
295,296,22
296,296,22
297,296,22
295,296,22
292,296,22
292,296,22
291,296,22
292,296,22
290,296,22
291,296,22
292,296,22
291,296,22
290,296,22
294,296,22
297,296,22
301,296,22
300,296,22
301,296,22
298,296,22
303,296,22
302,296,22
300,296,22
299,296,22
300,296,22
296,296,22
295,252,22
297,252,22
298,252,22
296,252,22
300,252,22
301,252,22
298,252,22
300,252,22
297,252,22
294,252,22
293,252,22
294,252,22
296,252,22
295,252,22
297,252,22
297,252,22
296,252,22
295,252,22
297,252,22
292,252,22
293,252,22
294,252,22
296,252,22
297,252,22
295,252,22
296,252,22
291,252,22
292,313,22
289,313,22
290,313,22
285,313,22
284,313,22
285,313,22
283,313,22
285,313,22
287,313,22
289,313,22
289,313,22
285,313,22
284,313,22
285,313,22
284,313,22
288,313,22
292,313,22
295,313,22
294,313,22
292,313,22
291,313,22
296,313,22
295,313,22
294,313,22
294,313,22
291,313,22
291,313,22
290,313,22
292,313,22
294,313,22
291,313,22
293,313,22
297,313,22
295,313,22
296,313,22
297,313,22
297,313,22
297,313,22
296,313,22
295,313,22
298,313,22
299,313,22
298,313,22
301,313,22
301,313,22
306,313,22
304,313,22
304,313,22
306,313,22
308,313,22
307,313,22
303,313,22
306,313,22
309,313,22
310,313,22
311,313,22
313,313,22
313,336,22
311,336,22
312,336,22
311,336,22
310,336,22
310,336,22
308,336,22
308,336,22
306,336,22
304,336,22
304,336,22
302,336,22
302,336,22
301,336,22
298,336,22
298,336,22
301,336,22
300,336,22
300,336,22
300,336,22
301,336,22
302,336,22
302,289,22
301,289,22
298,289,22
299,289,22
298,289,22
296,289,22
300,294,22
302,294,22
301,294,22
299,294,22
301,294,22
298,294,22
300,294,22
299,294,22
301,294,22
300,294,22
301,294,22
301,294,22
301,294,22
301,294,22
297,294,22
296,294,22
298,294,22
301,294,22
303,294,22
302,294,22
305,294,22
302,294,22
305,294,22
306,294,22
305,294,22
307,294,22
305,296,22
303,296,22
305,296,22
304,296,22
308,296,22
313,296,22
313,296,22
311,296,22
310,296,22
309,296,22
304,296,22
305,296,22
307,296,22
309,296,22
310,296,22
312,296,22
314,296,22
313,296,22
312,296,22
313,296,22
316,296,22
319,266,22
321,266,22
316,266,22
318,266,22
316,266,22
314,266,22
313,266,22
312,266,22
312,266,22
311,312,22
314,312,22
313,312,22
311,312,22
310,312,22
311,312,22
310,312,22
308,312,22
310,312,22
314,312,22
311,312,22
311,312,22
305,312,22
304,312,22
304,312,22
307,312,22
307,312,22
309,329,22
309,329,22
314,329,22
311,329,22
310,329,22
311,329,22
311,329,22
313,329,22
309,329,22
311,329,22
307,353,22
307,353,22
303,353,22
305,353,22
302,353,22
303,353,22
305,353,22
303,353,22
304,353,22
303,353,22
305,353,22
306,353,22
305,353,22
304,353,22
304,353,22
303,353,22
303,296,22
304,296,22
306,296,22
303,296,22
306,296,22
302,296,22
301,296,22
302,296,22
302,296,22
303,296,22
304,296,22
304,296,22
300,296,22
302,296,22
300,296,22
302,296,22
300,296,22
301,296,22
299,296,22
301,296,22
300,296,22
300,296,22
303,303,22
305,303,22
304,303,22
303,303,22
305,303,22
303,303,22
306,303,22
309,303,22
309,303,22
308,303,22
309,303,22
310,303,22
310,303,22
311,303,22
309,303,22
308,303,22
307,303,22
307,303,22
307,303,22
307,303,22
307,303,22
308,303,22
307,303,22
305,303,22
304,303,22
300,303,22
298,303,22
298,303,22
300,303,22
303,303,22
302,303,22
302,303,22
302,303,22
302,303,22
303,303,22
304,303,22
301,303,22
300,303,22
298,303,22
300,303,22
302,303,22
303,303,22
302,303,22
303,303,22
306,303,22
308,303,22
305,306,22
303,306,22
304,306,22
301,306,22
301,306,22
295,306,22
295,306,22
292,306,22
291,306,22
292,306,22
294,306,22
296,306,22
294,306,22
297,306,22
297,306,22
300,306,22
300,306,22
301,306,22
302,306,22
302,306,22
304,286,22
304,286,22
303,286,22
301,286,22
300,286,22
303,286,22
303,286,22
302,286,22
304,286,22
304,286,22
307,286,22
311,286,22
313,286,22
311,286,22
309,286,22
308,286,22
311,286,22
311,286,22
307,286,22
308,286,22
306,286,22
304,286,22
305,286,22
308,286,22
311,286,22
312,286,22
314,286,22
313,286,22
312,286,22
312,309,22
314,309,22
317,309,22
320,309,22
319,309,22
318,309,22
316,309,22
315,309,22
314,309,22
316,309,22
315,309,22
316,309,22
314,309,22
313,309,22
310,309,22
311,309,22
312,309,22
313,309,22
315,309,22
314,309,22
315,309,22
313,309,22
311,309,22
310,309,22
311,309,22
312,309,22
309,309,22
311,309,22
311,309,22
311,309,22
310,309,22
310,309,22
305,309,22
306,309,22
305,309,22
306,309,22
308,309,22
309,297,22
310,297,22
310,297,22
314,297,22
314,297,22
315,297,22
313,297,22
309,297,22
309,297,22
310,297,22
308,297,22
310,297,22
311,297,22
316,297,22
314,297,22
314,297,22
312,297,22
309,297,22
309,297,22
307,297,22
308,297,22
308,297,22
310,297,22
309,297,22
311,297,22
313,297,22
317,297,22
317,297,22
317,297,22
313,297,22
312,297,22
316,297,22
316,297,22
316,297,22
316,297,22
316,297,22
316,297,22
315,297,22
319,289,22
321,289,22
322,289,22
323,289,22
320,289,22
325,289,22
326,289,22
327,289,22
328,289,22
328,289,22
329,289,22
332,289,22
336,332,22
336,332,22
336,332,22
338,332,22
338,332,22
337,332,22
337,332,22
337,332,22
338,332,22
338,332,22
340,332,22
339,332,22
342,332,22
340,314,22
338,314,22
339,314,22
338,314,22
340,314,22
336,314,22
330,314,22
332,338,22
336,338,22
335,338,22
335,338,22
333,338,22
333,338,22
332,338,22
330,338,22
331,338,22
332,338,22
328,301,22
328,301,22
330,301,22
330,301,22
331,301,22
329,301,22
328,301,22
327,301,22
325,301,22
326,301,22
325,301,22
324,301,22
323,301,22
322,301,22
321,301,22
323,301,22
323,301,22
321,301,22
322,301,22
319,301,22
318,301,22
314,295,22
315,295,22
315,295,22
316,295,22
314,295,22
311,295,22
312,295,22
313,295,22
315,295,22
314,295,22
313,295,22
314,295,22
315,295,22
313,295,22
314,295,22
314,295,22
312,295,22
309,295,22
307,295,22
306,295,22
307,295,22
306,295,22
304,295,22
304,295,22
306,295,22
304,295,22
305,295,22
307,295,22
305,295,22
305,295,22
305,295,22
306,295,22
307,295,22
307,295,22
309,308,22
308,308,22
307,308,22
306,308,22
305,308,22
306,308,22
307,308,22
305,308,22
306,308,22
308,308,22
308,308,22
307,308,22
308,280,22
309,280,22
308,280,22
310,280,22
311,280,22
310,280,22
309,280,22
306,280,22
304,280,22
302,280,22
304,280,22
300,280,22
306,280,22
305,280,22
307,280,22
307,280,22
306,280,22
306,280,22
306,280,22
304,280,22
305,280,22
307,280,22
307,280,22
308,280,22
308,280,22
306,280,22
304,280,22
305,299,22
307,299,22
307,299,22
309,299,22
307,299,22
309,299,22
307,299,22
305,299,22
303,299,22
304,299,22
302,299,22
302,299,22
300,299,22
299,299,22
299,299,22
297,299,22
299,299,22
301,311,22
301,311,22
301,311,22
302,311,22
302,311,22
303,311,22
303,311,22
306,311,22
305,311,22
308,311,22
308,311,22
308,313,22
308,313,22
304,313,22
307,313,22
307,313,22
309,313,22
311,313,22
313,313,22
314,313,22
319,313,22
321,313,22
319,313,22
321,313,22
319,313,22
317,313,22
315,313,22
316,313,22
315,313,22
312,313,22
313,313,22
314,313,22
312,313,22
310,258,22
311,258,22
308,258,22
308,258,22
311,258,22
310,258,22
313,258,22
308,258,22
304,258,22
300,258,22
300,258,22
299,258,22
299,258,22
298,258,22
296,298,22
297,298,22
293,298,22
293,298,22
291,298,22
291,298,22
290,298,22
287,308,22
288,308,22
288,308,22
288,308,22
288,308,22
287,308,22
285,308,22
287,308,22
287,308,22
285,308,22
285,308,22
283,308,22
284,308,22
281,308,22
280,308,22
282,308,22
283,308,22
284,308,22
283,308,22
284,308,22
283,308,22
280,308,22
281,308,22
278,308,22
273,308,22
274,308,22
271,308,22
269,308,22
267,308,22
267,308,22
263,308,22
264,308,22
267,308,22
269,308,22
270,308,22
270,308,22
268,308,22
266,308,22
268,308,22
271,308,22
271,308,22
274,308,22
273,308,22
272,308,22
272,267,22
272,267,22
274,267,22
274,267,22
272,267,22
272,267,22
275,267,22
270,258,22
267,258,22
265,258,22
266,258,22
265,258,22
263,258,22
262,258,22
264,258,22
262,258,22
264,258,22
264,258,22
262,258,22
259,258,22
257,258,22
256,258,22
254,258,22
257,258,22
257,258,22
255,258,22
258,258,22
257,258,22
256,258,22
256,258,22
257,258,22
260,248,22
259,248,22
259,248,22
260,248,22
261,248,22
260,248,22
257,248,22
255,248,22
257,248,22
258,248,22
261,248,22
264,248,22
262,248,22
259,248,22
260,248,22
257,248,22
257,248,22
256,248,22
256,248,22
257,248,22
258,248,22
258,248,22
260,248,22
260,248,22
258,248,22
256,248,22
254,248,22
252,248,22
253,248,22
253,248,22
257,248,22
255,248,22
256,265,22
255,265,22
251,265,22
252,265,22
248,265,22
249,265,22
254,265,22
254,265,22
255,265,22
253,265,22
252,265,22
253,265,22
252,265,22
255,265,22
254,265,22
255,265,22
256,265,22
258,265,22
259,265,22
258,265,22
258,265,22
257,265,22
252,265,22
254,265,22
255,265,22
253,240,22
254,240,22
252,240,22
253,240,22
253,240,22
255,240,22
257,240,22
256,240,22
255,240,22
255,240,22
255,240,22
256,240,22
257,240,22
257,240,22
262,240,22
259,240,22
264,240,22
261,240,22
263,240,22
264,240,22
265,240,22
266,240,22
265,240,22
261,240,22
264,240,22
265,240,22
263,240,22
263,240,22
269,240,22
268,240,22
269,240,22
269,240,22
272,240,22
270,240,22
269,240,22
267,314,22
267,314,22
267,314,22
268,314,22
267,314,22
266,314,22
264,314,22
263,314,22
259,270,22
258,270,22
262,270,22
261,270,22
260,270,22
263,270,22
262,270,22
260,270,22
259,270,22
258,270,22
260,270,22
259,270,22
257,270,22
259,270,22
255,270,22
258,270,22
261,270,22
264,270,22
266,270,22
264,270,22
266,270,22
268,270,22
272,270,22
270,270,22
269,270,22
268,270,22
267,270,22
267,270,22
266,270,22
268,270,22
268,270,22
265,270,22
264,270,22
264,270,22
261,270,22
262,270,22
262,270,22
263,270,22
262,270,22
263,270,22
262,270,22
264,270,22
264,270,22
268,270,22
269,270,22
270,270,22
268,270,22
267,270,22
265,270,22
266,270,22
266,270,22
267,270,22
267,270,22
268,270,22
266,270,22
264,260,22
261,260,22
270,260,22
268,260,22
266,260,22
270,260,22
272,260,22
271,260,22
269,260,22
267,260,22
271,260,22
273,260,22
272,260,22
271,260,22
270,260,22
269,260,22
270,260,22
272,260,22
271,260,22
274,260,22
272,260,22
273,260,22
272,260,22
269,260,22
267,260,22
269,260,22
264,260,22
269,260,22
273,260,22
271,260,22
273,260,22
274,260,22
276,260,22
280,260,22
281,260,22
283,260,22
284,260,22
281,260,22
282,260,22
283,260,22
282,260,22
282,260,22
278,260,22
277,260,22
277,260,22
275,260,22
277,260,22
274,260,22
271,260,22
270,260,22
272,260,22
272,261,22
270,261,22
270,261,22
269,261,22
268,261,22
267,261,22
267,261,22
268,261,22
263,261,22
264,261,22
263,261,22
262,261,22
260,261,22
259,261,22
259,261,22
258,261,22
257,261,22
260,261,22
259,261,22
256,261,22
256,240,22
256,240,22
252,240,22
255,240,22
252,240,22
250,240,22
247,240,22
248,240,22
250,240,22
248,240,22
248,240,22
247,240,22
249,240,22
248,240,22
250,240,22
249,262,22
248,262,22
247,262,22
246,262,22
248,262,22
249,262,22
248,262,22
247,262,22
250,262,22
250,262,22
250,262,22
247,262,22
248,262,22
249,256,22
251,256,22
250,256,22
249,256,22
246,256,22
244,256,22
247,256,22
247,256,22
247,256,22
245,256,22
242,256,22
242,256,22
245,256,22
242,256,22
242,256,22
242,268,22
243,268,22
243,268,22
246,268,22
243,268,22
242,268,22
244,268,22
244,268,22
243,268,22
244,268,22
246,268,22
247,274,22
247,274,22
248,274,22
250,274,22
251,274,22
253,274,22
254,274,22
253,274,22
251,274,22
255,274,22
252,274,22
250,274,22
250,274,22
248,236,22
246,236,22
245,236,22
245,236,22
247,236,22
247,236,22
248,236,22
248,247,22
248,247,22
247,247,22
242,247,22
243,247,22
245,247,22
245,247,22
244,247,22
242,247,22
241,247,22
242,247,22
242,247,22
242,247,22
245,247,22
246,247,22
244,247,22
243,247,22
243,247,22
244,247,22
243,247,22
244,247,22
244,247,22
244,247,22
245,247,22
243,247,22
239,247,22
238,247,22
239,247,22
239,247,22
240,247,22
240,247,22
239,247,22
238,247,22
243,247,22
247,247,22
245,247,22
245,247,22
242,247,22
243,247,22
238,234,22
239,234,22
239,234,22
237,234,22
236,234,22
233,234,22
233,234,22
235,234,22
236,234,22
235,234,22
232,234,22
235,234,22
235,234,22
231,234,22
233,234,22
229,234,22
231,234,22
231,234,22
230,234,22
230,234,22
233,234,22
233,234,22
236,234,22
239,234,22
238,234,22
237,234,22
237,234,22
237,234,22
