true_pos,obs_pos,true_var
37,26,22
34,26,22
32,26,22
32,26,22
30,26,22
31,26,22
32,26,22
31,26,22
31,26,22
30,38,22
29,38,22
28,38,22
26,38,22
26,38,22
29,38,22
30,38,22
25,38,22
23,38,22
21,38,22
17,38,22
15,38,22
14,38,22
14,38,22
14,38,22
14,38,22
13,38,22
13,38,22
15,38,22
14,38,22
18,54,22
13,54,22
10,54,22
10,54,22
11,54,22
8,54,22
6,54,22
10,54,22
10,54,22
10,54,22
11,54,22
8,54,22
9,54,22
12,54,22
11,54,22
11,54,22
10,54,22
15,54,22
19,54,22
19,54,22
17,54,22
16,54,22
15,54,22
15,54,22
10,54,22
11,54,22
8,54,22
8,54,22
8,54,22
8,54,22
9,54,22
11,54,22
14,54,22
14,54,22
15,54,22
19,54,22
20,54,22
19,54,22
19,54,22
19,54,22
23,54,22
24,54,22
23,54,22
24,54,22
26,54,22
26,54,22
27,54,22
27,54,22
27,54,22
31,61,22
32,61,22
33,61,22
33,61,22
32,61,22
27,61,22
26,61,22
26,61,22
22,61,22
22,61,22
20,61,22
21,61,22
22,61,22
20,61,22
21,61,22
21,61,22
28,61,22
25,61,22
28,61,22
30,61,22
32,61,22
33,61,22
34,61,22
33,61,22
30,61,22
31,61,22
31,61,22
32,61,22
35,61,22
33,61,22
31,61,22
32,61,22
30,61,22
29,61,22
31,29,22
28,29,22
27,29,22
24,29,22
24,29,22
27,29,22
27,29,22
26,57,22
27,57,22
30,57,22
28,57,22
25,57,22
21,57,22
19,57,22
17,57,22
17,57,22
17,57,22
16,57,22
17,57,22
19,57,22
16,358,22
19,358,22
21,358,22
17,358,22
14,358,22
12,358,22
15,358,22
14,358,22
14,358,22
16,358,22
14,358,22
13,45,22
14,45,22
12,45,22
14,45,22
13,45,22
15,45,22
15,45,22
18,45,22
17,45,22
16,45,22
16,45,22
15,45,22
18,45,22
16,45,22
16,336,22
15,336,22
13,336,22
13,336,22
12,336,22
11,336,22
11,336,22
9,336,22
12,336,22
16,336,22
15,336,22
12,336,22
13,336,22
12,336,22
15,336,22
15,336,22
14,336,22
13,336,22
12,336,22
12,336,22
10,336,22
11,336,22
11,336,22
11,336,22
7,336,22
6,336,22
7,336,22
5,336,22
6,336,22
9,336,22
7,336,22
8,336,22
7,336,22
8,336,22
9,336,22
13,336,22
12,336,22
13,336,22
11,336,22
7,336,22
6,336,22
5,336,22
7,336,22
6,336,22
5,350,22
5,350,22
1,350,22
1,350,22
355,350,22
356,350,22
356,350,22
357,350,22
356,350,22
354,350,22
352,350,22
348,351,22
349,351,22
349,351,22
348,351,22
345,351,22
347,351,22
351,351,22
351,351,22
351,351,22
356,351,22
356,350,22
358,350,22
356,350,22
359,350,22
359,350,22
2,350,22
4,350,22
4,350,22
6,350,22
6,350,22
7,350,22
7,350,22
10,350,22
10,350,22
9,350,22
12,350,22
14,350,22
14,350,22
13,350,22
13,350,22
11,350,22
13,350,22
11,350,22
8,350,22
6,350,22
9,350,22
11,350,22
12,350,22
13,350,22
12,350,22
7,350,22
8,350,22
6,350,22
9,350,22
6,350,22
2,350,22
3,350,22
3,350,22
6,350,22
8,350,22
5,350,22
4,350,22
7,350,22
5,350,22
4,350,22
6,350,22
6,350,22
8,350,22
7,350,22
8,350,22
9,17,22
10,17,22
12,17,22
13,17,22
13,17,22
14,17,22
14,17,22
13,17,22
14,17,22
13,17,22
14,17,22
14,17,22
16,17,22
16,17,22
18,17,22
18,17,22
15,17,22
15,17,22
15,17,22
11,17,22
13,17,22
16,17,22
14,17,22
11,17,22
11,17,22
9,17,22
6,17,22
7,25,22
10,25,22
11,25,22
13,25,22
14,25,22
17,25,22
15,25,22
17,25,22
16,25,22
