true_pos,obs_pos,true_var
339,315,22
339,315,22
339,315,22
339,315,22
339,315,22
339,315,22
339,315,22
339,315,22
339,315,22
339,315,22
339,315,22
339,315,22
339,315,22
339,315,22
339,315,22
339,315,22
339,315,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,353,22
339,353,22
339,353,22
339,353,22
339,353,22
339,353,22
339,353,22
339,353,22
339,353,22
339,353,22
339,353,22
339,353,22
339,353,22
339,353,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,334,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,344,22
339,344,22
339,344,22
339,344,22
339,344,22
339,344,22
339,344,22
339,344,22
339,344,22
339,344,22
339,344,22
339,344,22
339,344,22
339,344,22
339,344,22
339,337,22
339,337,22
339,337,22
339,337,22
339,337,22
339,337,22
339,337,22
339,337,22
339,337,22
339,337,22
339,337,22
339,337,22
339,337,22
339,337,22
339,337,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,342,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,336,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,323,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,346,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,358,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,311,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,20,22
339,349,22
339,349,22
339,349,22
339,349,22
339,349,22
339,349,22
339,349,22
339,349,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
339,352,22
