true_pos,obs_pos,true_var
215,212,22
213,212,22
211,212,22
210,212,22
210,212,22
211,212,22
213,212,22
214,209,22
214,209,22
213,209,22
217,209,22
217,209,22
216,209,22
216,209,22
215,209,22
212,209,22
212,209,22
211,209,22
209,209,22
208,209,22
206,209,22
202,209,22
204,209,22
208,209,22
208,209,22
212,209,22
212,209,22
212,209,22
213,209,22
211,209,22
213,209,22
209,209,22
209,245,22
205,245,22
202,245,22
202,245,22
201,245,22
202,245,22
204,245,22
204,245,22
204,245,22
207,245,22
207,245,22
207,245,22
206,245,22
206,245,22
205,245,22
205,245,22
204,245,22
202,245,22
202,245,22
199,245,22
203,245,22
203,245,22
206,245,22
205,245,22
201,193,22
199,193,22
199,193,22
197,193,22
196,193,22
196,193,22
197,193,22
198,193,22
199,232,22
198,232,22
199,232,22
201,232,22
201,232,22
200,232,22
199,232,22
202,232,22
205,232,22
203,232,22
202,232,22
202,182,22
200,182,22
204,182,22
202,182,22
201,182,22
201,182,22
199,217,22
203,217,22
205,217,22
208,217,22
208,217,22
210,217,22
210,217,22
210,217,22
206,217,22
204,217,22
205,217,22
202,217,22
203,217,22
202,217,22
198,217,22
197,217,22
197,217,22
196,217,22
196,217,22
196,217,22
192,217,22
193,217,22
196,217,22
195,217,22
197,217,22
196,217,22
196,193,22
195,193,22
193,193,22
194,193,22
199,193,22
201,193,22
201,193,22
200,193,22
200,193,22
200,193,22
198,193,22
198,193,22
197,193,22
198,193,22
199,193,22
199,193,22
199,193,22
196,193,22
194,193,22
191,193,22
190,193,22
194,193,22
195,193,22
194,193,22
194,193,22
195,193,22
194,193,22
196,193,22
196,193,22
192,193,22
191,193,22
189,193,22
189,206,22
187,206,22
185,206,22
182,206,22
184,206,22
184,206,22
186,206,22
183,187,22
180,187,22
181,187,22
181,187,22
179,187,22
179,187,22
183,187,22
184,187,22
186,187,22
184,187,22
185,187,22
189,187,22
188,187,22
184,187,22
184,187,22
185,187,22
187,187,22
188,187,22
192,187,22
192,187,22
190,187,22
190,187,22
190,187,22
190,187,22
189,187,22
193,187,22
194,187,22
196,187,22
192,187,22
193,187,22
197,187,22
197,187,22
196,187,22
197,187,22
197,187,22
200,187,22
199,187,22
202,187,22
201,187,22
200,219,22
199,219,22
199,219,22
199,219,22
197,219,22
196,219,22
195,219,22
195,219,22
197,219,22
197,219,22
199,219,22
199,219,22
199,219,22
199,219,22
204,219,22
207,219,22
208,219,22
207,219,22
207,219,22
211,219,22
212,219,22
214,219,22
214,219,22
212,219,22
214,219,22
215,219,22
213,219,22
214,219,22
213,219,22
216,219,22
219,219,22
218,219,22
217,219,22
218,219,22
218,241,22
222,241,22
221,241,22
219,241,22
222,241,22
221,241,22
222,241,22
221,241,22
217,241,22
215,241,22
212,241,22
212,241,22
209,241,22
210,241,22
211,241,22
210,241,22
209,241,22
204,241,22
205,241,22
204,241,22
203,241,22
203,241,22
199,166,22
197,166,22
197,166,22
198,166,22
197,166,22
196,166,22
199,166,22
203,166,22
202,166,22
200,166,22
196,166,22
195,166,22
193,166,22
190,166,22
189,166,22
184,166,22
187,166,22
187,166,22
190,166,22
188,166,22
190,166,22
188,166,22
188,166,22
185,166,22
184,166,22
187,166,22
191,211,22
190,211,22
188,211,22
186,211,22
188,211,22
189,211,22
190,211,22
189,211,22
188,211,22
184,211,22
185,211,22
185,211,22
183,211,22
183,193,22
182,193,22
185,193,22
183,193,22
183,193,22
181,193,22
185,193,22
183,193,22
182,226,22
181,226,22
180,226,22
181,226,22
179,226,22
183,226,22
182,226,22
182,226,22
185,226,22
186,226,22
183,187,22
182,187,22
182,187,22
182,187,22
184,187,22
181,187,22
181,187,22
177,187,22
180,187,22
178,187,22
179,187,22
176,205,22
178,205,22
180,205,22
178,205,22
177,205,22
178,205,22
178,205,22
175,205,22
178,191,22
183,191,22
185,191,22
185,191,22
181,191,22
180,191,22
182,191,22
184,191,22
181,191,22
182,191,22
180,191,22
180,191,22
178,191,22
177,191,22
177,191,22
182,191,22
186,191,22
183,191,22
186,191,22
188,191,22
189,191,22
187,191,22
184,191,22
184,191,22
187,191,22
187,191,22
190,191,22
190,191,22
186,191,22
187,191,22
187,191,22
186,191,22
184,189,22
185,189,22
185,189,22
186,189,22
183,189,22
183,189,22
182,189,22
179,189,22
178,189,22
176,189,22
174,189,22
179,189,22
178,189,22
175,189,22
176,189,22
174,189,22
173,189,22
170,189,22
173,189,22
177,189,22
176,189,22
174,189,22
174,209,22
173,209,22
173,209,22
173,209,22
175,209,22
174,209,22
176,209,22
176,209,22
175,209,22
176,209,22
176,209,22
173,209,22
172,209,22
172,209,22
171,209,22
171,209,22
173,209,22
174,209,22
173,209,22
170,209,22
170,209,22
173,209,22
169,209,22
163,158,22
161,158,22
162,158,22
168,158,22
168,158,22
171,158,22
171,158,22
172,158,22
174,158,22
175,158,22
174,158,22
172,158,22
175,158,22
175,158,22
175,158,22
178,158,22
179,158,22
177,158,22
178,158,22
179,158,22
178,158,22
179,158,22
178,158,22
173,158,22
172,158,22
175,158,22
178,158,22
176,158,22
174,158,22
173,158,22
175,158,22
178,158,22
181,158,22
182,158,22
183,158,22
182,158,22
180,158,22
178,158,22
177,158,22
176,158,22
174,158,22
176,158,22
176,158,22
180,158,22
185,158,22
185,158,22
182,186,22
180,186,22
177,186,22
176,186,22
173,186,22
171,186,22
174,186,22
172,186,22
172,186,22
170,186,22
173,186,22
171,199,22
171,199,22
172,199,22
168,199,22
168,199,22
165,199,22
168,199,22
169,199,22
167,199,22
163,199,22
164,199,22
166,199,22
167,140,22
165,140,22
167,140,22
163,140,22
163,140,22
163,140,22
165,140,22
161,140,22
164,140,22
167,140,22
163,140,22
162,140,22
161,140,22
162,140,22
161,140,22
160,140,22
158,140,22
157,140,22
156,140,22
151,140,22
151,111,22
150,111,22
149,111,22
151,111,22
150,111,22
148,111,22
146,111,22
149,111,22
145,111,22
146,111,22
149,111,22
149,111,22
149,111,22
149,111,22
150,111,22
152,111,22
152,111,22
153,111,22
157,143,22
155,143,22
154,143,22
154,143,22
158,143,22
157,143,22
156,143,22
159,143,22
160,225,22
163,225,22
163,225,22
162,225,22
162,225,22
161,225,22
166,225,22
168,225,22
172,225,22
173,225,22
174,225,22
175,225,22
175,225,22
177,225,22
178,225,22
178,225,22
178,225,22
178,225,22
182,225,22
184,225,22
182,225,22
184,225,22
185,225,22
183,225,22
183,225,22
183,225,22
186,225,22
185,225,22
188,225,22
189,225,22
191,225,22
190,225,22
191,225,22
187,225,22
188,225,22
189,225,22
187,225,22
185,225,22
185,225,22
184,225,22
183,174,22
183,174,22
179,174,22
176,174,22
174,174,22
174,174,22
173,174,22
174,174,22
172,174,22
176,174,22
174,174,22
172,174,22
172,174,22
172,174,22
172,174,22
172,174,22
170,174,22
171,174,22
173,174,22
173,174,22
175,174,22
171,174,22
176,174,22
174,174,22
170,174,22
167,174,22
166,174,22
169,174,22
169,174,22
164,174,22
164,192,22
164,192,22
166,192,22
166,192,22
163,192,22
168,192,22
165,192,22
166,192,22
166,192,22
164,192,22
167,192,22
164,192,22
166,192,22
166,192,22
168,192,22
168,192,22
165,192,22
165,192,22
164,192,22
163,144,22
164,144,22
165,144,22
163,144,22
163,144,22
162,144,22
164,144,22
164,144,22
162,144,22
162,144,22
163,144,22
164,144,22
164,144,22
162,157,22
161,157,22
165,157,22
168,157,22
168,157,22
166,157,22
165,157,22
164,157,22
165,157,22
163,157,22
163,157,22
163,157,22
160,157,22
161,157,22
158,157,22
161,157,22
163,157,22
161,157,22
162,157,22
166,196,22
165,196,22
161,196,22
163,196,22
162,196,22
162,196,22
164,196,22
163,196,22
164,196,22
164,199,22
163,199,22
161,199,22
160,199,22
159,199,22
156,199,22
154,199,22
152,163,22
146,163,22
145,163,22
144,163,22
146,163,22
144,163,22
143,163,22
143,163,22
141,163,22
140,163,22
142,163,22
143,163,22
143,163,22
147,141,22
147,141,22
145,141,22
142,141,22
148,141,22
148,141,22
150,141,22
150,141,22
150,141,22
154,128,22
151,128,22
146,128,22
146,128,22
149,128,22
150,128,22
145,128,22
145,128,22
146,128,22
144,128,22
141,128,22
140,128,22
139,128,22
138,128,22
137,128,22
137,128,22
136,128,22
135,128,22
133,128,22
130,128,22
134,128,22
134,128,22
130,128,22
134,128,22
132,128,22
133,128,22
133,128,22
130,128,22
127,128,22
126,128,22
123,128,22
123,128,22
123,140,22
122,140,22
122,140,22
122,140,22
123,140,22
124,140,22
122,140,22
122,140,22
118,92,22
116,92,22
117,92,22
121,92,22
119,92,22
119,92,22
122,92,22
121,92,22
121,92,22
122,92,22
125,92,22
122,92,22
126,92,22
126,92,22
128,92,22
129,92,22
128,92,22
127,92,22
129,92,22
129,92,22
130,92,22
130,92,22
128,92,22
129,92,22
131,92,22
131,92,22
128,92,22
129,92,22
127,92,22
126,92,22
125,92,22
123,92,22
123,125,22
121,125,22
119,125,22
119,125,22
119,125,22
116,125,22
113,125,22
112,125,22
111,125,22
109,125,22
109,125,22
107,125,22
111,101,22
113,101,22
116,101,22
112,101,22
111,101,22
109,101,22
106,101,22
107,101,22
106,101,22
103,101,22
101,101,22
104,151,22
101,151,22
100,151,22
103,151,22
103,151,22
101,151,22
100,151,22
99,151,22
101,151,22
102,151,22
100,151,22
100,151,22
99,151,22
100,151,22
98,151,22
95,151,22
96,151,22
95,151,22
90,151,22
92,151,22
91,151,22
92,151,22
89,151,22
89,151,22
87,151,22
88,151,22
90,151,22
89,151,22
90,151,22
88,151,22
86,151,22
81,151,22
84,151,22
85,151,22
88,151,22
89,151,22
87,151,22
86,151,22
85,151,22
85,151,22
88,151,22
87,151,22
87,111,22
87,111,22
87,111,22
86,111,22
86,111,22
91,111,22
94,62,22
91,62,22
90,62,22
91,62,22
91,62,22
90,62,22
89,62,22
90,62,22
92,62,22
91,62,22
93,62,22
92,62,22
92,62,22
92,64,22
88,64,22
91,64,22
93,64,22
93,64,22
96,64,22
94,64,22
93,64,22
92,64,22
90,64,22
91,64,22
92,64,22
93,64,22
95,64,22
94,64,22
96,64,22
95,64,22
94,64,22
96,64,22
94,64,22
92,64,22
90,64,22
90,64,22
93,64,22
91,64,22
89,64,22
90,64,22
92,64,22
95,64,22
93,64,22
93,64,22
91,64,22
90,64,22
85,64,22
80,64,22
82,64,22
82,64,22
84,64,22
81,64,22
81,64,22
80,64,22
82,64,22
79,64,22
81,64,22
79,64,22
81,64,22
79,64,22
78,64,22
80,64,22
81,64,22
82,64,22
81,64,22
78,81,22
82,81,22
80,81,22
81,81,22
82,81,22
85,81,22
84,81,22
85,81,22
84,81,22
85,81,22
84,81,22
81,81,22
79,81,22
81,81,22
82,81,22
85,81,22
83,81,22
81,81,22
83,66,22
83,66,22
81,66,22
78,66,22
76,66,22
76,66,22
74,66,22
74,66,22
74,66,22
77,66,22
75,66,22
75,53,22
74,53,22
71,53,22
68,53,22
69,53,22
69,53,22
67,53,22
64,53,22
64,53,22
66,53,22
67,53,22
69,53,22
69,53,22
71,53,22
69,53,22
72,53,22
71,53,22
73,53,22
76,53,22
77,53,22
81,53,22
79,53,22
82,53,22
84,81,22
81,81,22
80,81,22
75,81,22
75,81,22
73,81,22
71,81,22
70,81,22
74,81,22
74,81,22
75,81,22
78,81,22
81,81,22
77,81,22
78,81,22
76,96,22
78,96,22
78,96,22
79,96,22
79,96,22
80,96,22
81,96,22
80,96,22
79,96,22
75,96,22
78,96,22
80,96,22
79,96,22
80,96,22
81,96,22
81,96,22
80,96,22
81,96,22
80,96,22
82,96,22
83,96,22
82,96,22
81,96,22
85,96,22
87,96,22
87,96,22
86,96,22
87,96,22
85,96,22
85,96,22
82,96,22
85,96,22
87,96,22
86,96,22
86,96,22
84,96,22
83,96,22
85,96,22
86,96,22
84,77,22
83,77,22
85,77,22
86,77,22
87,77,22
85,77,22
88,78,22
85,78,22
84,78,22
87,78,22
89,78,22
91,78,22
90,78,22
86,78,22
88,78,22
87,78,22
86,78,22
86,113,22
88,113,22
88,113,22
85,113,22
82,113,22
83,113,22
85,113,22
84,113,22
86,113,22
86,113,22
85,113,22
88,113,22
86,113,22
86,113,22
88,113,22
88,113,22
92,113,22
88,113,22
91,113,22
91,113,22
90,113,22
93,113,22
95,113,22
98,113,22
100,113,22
99,113,22
100,113,22
102,113,22
102,113,22
100,113,22
100,113,22
101,113,22
100,113,22
98,113,22
103,113,22
102,113,22
98,113,22
96,113,22
100,113,22
100,113,22
99,113,22
97,113,22
96,113,22
95,65,22
94,65,22
94,65,22
92,65,22
96,65,22
98,65,22
97,65,22
95,65,22
96,65,22
98,65,22
101,65,22
104,65,22
105,65,22
106,65,22
104,65,22
104,65,22
104,65,22
100,65,22
95,65,22
96,65,22
97,65,22
97,65,22
97,65,22
98,65,22
96,65,22
95,65,22
94,65,22
94,65,22
92,65,22
93,65,22
92,65,22
91,65,22
92,65,22
90,65,22
92,65,22
91,65,22
90,65,22
92,65,22
90,65,22
88,65,22
90,65,22
89,65,22
91,65,22
88,65,22
88,65,22
88,65,22
89,65,22
91,65,22
92,65,22
89,65,22
87,65,22
85,65,22
87,65,22
86,65,22
86,88,22
86,88,22
84,88,22
82,88,22
83,88,22
82,88,22
83,88,22
82,88,22
83,88,22
84,88,22
83,88,22
82,88,22
84,88,22
83,88,22
85,88,22
87,88,22
88,88,22
89,88,22
87,88,22
85,88,22
87,88,22
88,68,22
89,68,22
