true_pos,obs_pos,true_var
130,131,24
130,131,24
130,131,24
130,131,24
130,131,24
130,131,24
130,131,24
130,131,24
130,131,24
130,131,24
130,131,24
130,131,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,137,24
130,137,24
130,137,24
130,137,24
130,137,24
130,137,24
130,137,24
130,137,24
130,137,24
130,137,24
130,137,24
130,137,24
130,137,24
130,137,24
130,137,24
130,137,24
130,137,24
130,142,24
130,142,24
130,142,24
130,142,24
130,142,24
130,142,24
130,142,24
130,142,24
130,125,24
130,125,24
130,125,24
130,125,24
130,125,24
130,125,24
130,125,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,132,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,134,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,125,24
130,125,24
130,125,24
130,125,24
130,125,24
130,125,24
130,125,24
130,125,24
130,125,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,106,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,144,24
130,150,24
130,150,24
130,150,24
130,150,24
130,150,24
130,150,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,97,24
130,117,24
130,117,24
130,117,24
130,117,24
130,117,24
130,117,24
130,117,24
130,117,24
130,117,24
130,196,24
130,196,24
130,196,24
130,196,24
130,196,24
130,196,24
130,196,24
130,196,24
130,196,24
130,196,24
130,196,24
130,196,24
130,196,24
130,196,24
130,196,24
130,196,24
130,95,24
130,95,24
130,95,24
130,95,24
130,95,24
130,95,24
130,95,24
130,95,24
130,95,24
130,95,24
130,95,24
130,95,24
130,95,24
130,95,24
130,95,24
130,95,24
130,95,24
130,139,24
130,139,24
130,139,24
130,139,24
130,139,24
130,139,24
130,94,24
130,94,24
130,94,24
130,94,24
130,94,24
130,94,24
130,94,24
130,94,24
130,94,24
130,94,24
130,94,24
130,94,24
130,94,24
130,94,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,123,24
130,86,24
130,86,24
130,86,24
130,86,24
130,86,24
130,86,24
130,86,24
130,141,24
130,141,24
130,141,24
130,141,24
130,141,24
130,141,24
130,141,24
130,141,24
130,141,24
